BOROUGH,LATITUDE,LONGITUDE,Filing Date,Issuance Date,Expiration Date,Permit Status,Job Type,Residential,Non-Profit,Owner's Business Name,Site Fill,Street Name
QUEENS,40.745018,-73.821465,2018-11-15,2018-11-15,2019-02-19,ISSUED,A1,YES,N,,ON-SITE,146 STREET
QUEENS,40.571272,-73.865199,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,YES,N,HIRANI ENGINEERING AND LAND SURV,USE UNDER 300 CU.YD,BEACH 149TH STREET
MANHATTAN,40.807006,-73.957188,2018-11-15,2018-11-15,2019-07-23,ISSUED,A2,YES,N,FRIEDMAN MANAGEMENT CORP.,NOT APPLICABLE,MORNINGSIDE AVE
BROOKLYN,40.680387,-73.919484,2018-11-15,2018-11-15,2019-10-20,ISSUED,NB,YES,N,HOWARD GARDENS CORP,ON-SITE,HOWARD AVENUE
BROOKLYN,40.652324,-73.918102,2018-11-15,2018-11-15,2018-12-12,ISSUED,A2,YES,N,,NOT APPLICABLE,EAST 91ST STREET
MANHATTAN,40.806535,-73.96723,2018-11-15,2018-11-15,2019-11-09,ISSUED,A2,YES,N,404 INC.,NOT APPLICABLE,RIVERSIDE DRIVE
QUEENS,40.713323,-73.793222,2018-11-15,2018-11-15,2018-12-08,ISSUED,A1,YES,N,,USE UNDER 300 CU.YD,HENLEY ROAD
QUEENS,40.713323,-73.793222,2018-11-15,2018-11-15,2018-12-08,ISSUED,A1,YES,N,,USE UNDER 300 CU.YD,HENLEY ROAD
BROOKLYN,40.68936,-73.992514,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,YES,N,A.T. & S.M. COURT STREET REALTY,NOT APPLICABLE,COURT STREET
QUEENS,40.726398,-73.840719,2018-11-15,2018-11-15,2019-09-12,ISSUED,A1,YES,N,,USE UNDER 300 CU.YD,69 AVENUE
QUEENS,40.726398,-73.840719,2018-11-15,2018-11-15,2019-09-12,ISSUED,A1,YES,N,,USE UNDER 300 CU.YD,69 AVENUE
BROOKLYN,40.691465,-73.937616,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,YES,N,,NOT APPLICABLE,LAFAYETTE AVENUE
BROOKLYN,40.723005,-73.953136,2018-10-12,2018-10-12,2019-10-12,ISSUED,A2,,N,33 NASSAU LLC,NOT APPLICABLE,NASSAU AVE
BROOKLYN,40.698597,-73.992452,2018-11-15,2018-11-19,2019-05-06,ISSUED,A2,YES,N,WHITMAN OWNER CORP.,NOT APPLICABLE,HENRY STREET
MANHATTAN,40.770328,-73.987693,2018-11-15,2018-11-15,2019-11-11,ISSUED,A2,,N,DASNY,,10TH AVENUE
MANHATTAN,40.721766,-73.978971,2019-06-03,2019-06-03,2019-08-22,ISSUED,A2,YES,N,"FRONTIER FOURTH, LP C/O BELL &CO",NOT APPLICABLE,EAST 4TH STREET
MANHATTAN,40.746092,-74.002422,2018-10-12,2018-10-12,2018-12-01,ISSUED,A2,YES,N,,NOT APPLICABLE,WEST 22ND STREET
BRONX,40.81118,-73.915432,2018-10-12,2018-10-12,2019-02-04,ISSUED,A2,YES,N,NEW YORK CITY HOUSING AUTHORITY,NOT APPLICABLE,EAST 144 STREET
MANHATTAN,40.731808,-73.993473,2019-06-03,2019-06-03,2019-10-17,ISSUED,A2,YES,N,HOFFMAN MANAGEMENT,NOT APPLICABLE,EAST 9TH STREET
MANHATTAN,40.741758,-74.001075,2019-06-03,2019-06-03,2019-10-04,ISSUED,A3,YES,N,T-MOBILE NORTHEAST LLC,,8TH AVENUE
STATEN ISLAND,40.573969,-74.109955,2019-06-03,2019-06-03,2019-09-26,ISSUED,A2,YES,N,,NOT APPLICABLE,LOCUST AVENUE
QUEENS,40.723945,-73.800495,2018-11-15,2018-11-15,2019-11-15,ISSUED,A1,YES,N,,NOT APPLICABLE,168 ST
QUEENS,40.767851,-73.735619,2018-11-15,2018-11-15,2019-01-02,ISSUED,DM,,N,,USE UNDER 300 CU.YD,GASKELL ROAD
MANHATTAN,40.770328,-73.987693,2018-11-15,2018-11-15,2019-11-11,ISSUED,A2,,N,DASNY,,10TH AVENUE
QUEENS,40.767954,-73.750955,2018-11-15,2018-11-15,2019-11-01,RE-ISSUED,NB,YES,N,,USE UNDER 300 CU.YD,41 AVE.
MANHATTAN,40.780337,-73.984102,2018-10-12,2018-10-12,2019-04-17,ISSUED,A2,YES,N,,NOT APPLICABLE,WEST END AVENUE
BROOKLYN,40.62602,-73.978731,2018-11-15,2018-11-27,2019-05-18,ISSUED,A2,YES,Y,BAIS SINA,NOT APPLICABLE,50 STREET
MANHATTAN,40.772212,-73.980197,2018-11-15,2018-11-15,2019-11-13,ISSUED,A2,YES,N,PERTZ RESIDENCE,NOT APPLICABLE,WEST 65TH STREET
QUEENS,40.707058,-73.796928,2018-11-15,2018-11-15,2019-11-15,ISSUED,NB,,Y,FIRST JAMAICA COMMUNITY & URBAN,,164 STREET
MANHATTAN,40.803862,-73.935709,2018-10-12,2018-10-12,2018-12-30,ISSUED,A2,YES,Y,THE SALVATION ARMY-A NY CORP,NOT APPLICABLE,THIRD AVENUE
MANHATTAN,40.729131,-73.985304,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,YES,N,228 E 10TH LLC,NOT APPLICABLE,EAST 10 STREET
BROOKLYN,40.643184,-73.935298,2018-11-15,2018-11-15,2018-12-12,ISSUED,A2,YES,N,,NOT APPLICABLE,TROY AVENUE
QUEENS,40.767954,-73.750955,2018-11-15,2018-11-15,2019-11-15,ISSUED,NB,YES,N,,USE UNDER 300 CU.YD,41 AVE.
MANHATTAN,40.782035,-73.979783,2018-11-15,2018-11-15,2018-12-31,ISSUED,A2,YES,N,CENTRAL PARK TAEKWONDO,NOT APPLICABLE,WEST 77 STREET
MANHATTAN,40.738151,-74.007448,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,YES,N,85 JANE REALTY LLC,NOT APPLICABLE,JANE STREET
STATEN ISLAND,40.613706,-74.062592,2018-11-15,2018-11-15,2019-11-15,ISSUED,NB,YES,N,FRANK MCERLEAN,USE UNDER 300 CU.YD,SCARBORO AVENUE
MANHATTAN,40.782035,-73.979783,2018-11-15,2018-11-15,2018-12-31,ISSUED,A2,,N,CENTRAL PARK TAEKWONDO,,WEST 77 STREET
QUEENS,40.762695,-73.744848,2018-11-15,2019-01-24,2019-11-01,ISSUED,A1,YES,N,,NOT APPLICABLE,HANFORD STREET
MANHATTAN,40.777921,-73.979979,2018-11-15,2018-11-15,2019-06-10,ISSUED,A2,YES,N,BEDROCK PROPERTY MANAGEMENT LLC,NOT APPLICABLE,WEST 72 STREET
MANHATTAN,40.782035,-73.979783,2018-11-15,2018-11-15,2018-12-31,ISSUED,A2,,N,CENTRAL PARK TAEKWONDO,,WEST 77 STREET
QUEENS,40.672349,-73.752674,2018-11-15,2018-11-15,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,139TH AVE
BRONX,40.850862,-73.903504,2018-11-15,2018-11-15,2019-06-04,ISSUED,A3,YES,Y,,,EAST  179 STREET
BROOKLYN,40.63646,-74.008572,2018-11-15,2018-11-15,2019-04-26,ISSUED,A2,,N,HUNG WEI ENTERPRISE CORP.,NOT APPLICABLE,8 AVENUE
BROOKLYN,40.652226,-73.928193,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,,N,SAME,NOT APPLICABLE,CHURCH AVENUE
QUEENS,40.768047,-73.736037,2018-11-15,2018-12-20,2019-01-14,ISSUED,DM,,N,,USE UNDER 300 CU.YD,251 STREET
QUEENS,40.775513,-73.767889,2018-11-15,2018-11-15,2019-11-01,ISSUED,A1,YES,N,,NOT APPLICABLE,218 STREET
BROOKLYN,40.610054,-73.953417,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,,N,BROOKLYN PUBLIC LIBRARY,NOT APPLICABLE,OCEAN AVE
MANHATTAN,40.737901,-73.990109,2018-11-15,2018-11-15,2019-02-26,ISSUED,A2,,N,873 BROADWAY LLC,NOT APPLICABLE,BROADWAY
MANHATTAN,40.756802,-73.974271,2018-11-15,2018-11-15,2019-05-02,ISSUED,A2,,N,TISHMAN SPEYER PROPERTIES,NOT APPLICABLE,PARK AVENUE
QUEENS,40.775513,-73.767889,2018-11-15,2018-11-15,2019-11-15,ISSUED,A1,YES,N,,NOT APPLICABLE,218 STREET
QUEENS,40.720878,-73.748317,2018-10-12,2018-10-12,2018-11-01,ISSUED,A2,YES,N,,NOT APPLICABLE,212 PLACE
MANHATTAN,40.718465,-73.983077,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,YES,N,K. DEW REALTY CORP.,NOT APPLICABLE,RIVINGTON STREET
MANHATTAN,40.756802,-73.974271,2018-11-15,2018-11-15,2019-05-02,ISSUED,A2,,N,TISHMAN SPEYER PROPERTIES,,PARK AVENUE
BROOKLYN,40.631229,-73.933029,2018-11-15,2018-11-15,2018-12-12,ISSUED,A2,YES,N,,NOT APPLICABLE,EAST 45TH STREET
MANHATTAN,40.728463,-74.003933,2018-11-15,2018-11-15,2019-05-03,ISSUED,A2,YES,N,"MATTABI, LLC",NOT APPLICABLE,WEST HOUSTON ST
MANHATTAN,40.754162,-73.976557,2018-11-15,2018-11-15,2019-04-11,ISSUED,A2,,Y,TISHMAN SPEYER PROPERTIES-200 PA,NOT APPLICABLE,PARK AVENUE
QUEENS,40.720978,-73.739052,2018-11-15,2018-11-15,2019-06-02,ISSUED,A2,YES,N,93-23 218TH REALTY LLC,NOT APPLICABLE,218 STREET
MANHATTAN,40.754162,-73.976557,2018-11-15,2018-11-15,2019-04-11,ISSUED,A2,,Y,TISHMAN SPEYER PROPERTIES-200 PA,,PARK AVENUE
BROOKLYN,40.696734,-73.966552,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,,N,RXR REALTY,NOT APPLICABLE,HALL ST
BRONX,40.811425,-73.916165,2018-10-12,2018-10-12,2019-02-04,ISSUED,A2,YES,N,NEW YORK CITY HOUSING AUTHORITY,NOT APPLICABLE,EAST 144 STREET
MANHATTAN,40.728463,-74.003933,2018-11-15,2018-11-15,2019-05-03,ISSUED,A2,YES,N,"MATTABI, LLC",NOT APPLICABLE,WEST HOUSTON ST
QUEENS,40.767566,-73.912018,2018-11-15,2018-11-15,2019-11-15,ISSUED,NB,YES,N,"NIKOMAR HOMES, LLC",ON-SITE,STEINWAY STREET
BROOKLYN,40.636839,-74.00721,2018-11-15,2018-11-15,2019-03-29,ISSUED,A2,YES,N,,NOT APPLICABLE,57TH STREET
BROOKLYN,40.661927,-73.994381,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,YES,N,209 21ST STREET LLC,NOT APPLICABLE,21 STREET
QUEENS,40.67692,-73.742887,2018-11-15,2018-11-28,2019-11-13,ISSUED,A2,,N,"EVANGEL TEMPLE, INC.",NOT APPLICABLE,MERRICK BOULEVARD
QUEENS,40.67692,-73.742887,2018-11-15,2018-11-28,2019-11-13,ISSUED,A2,,N,"EVANGEL TEMPLE, INC.",NOT APPLICABLE,MERRICK BOULEVARD
BRONX,40.811425,-73.916165,2018-10-12,2018-10-12,2019-02-04,ISSUED,A2,YES,N,NEW YORK CITY HOUSING AUTHORITY,NOT APPLICABLE,EAST 144 STREET
BROOKLYN,40.63646,-74.008572,2018-11-15,2018-11-15,2019-04-26,ISSUED,A2,,N,HUNG WEI ENTERPRISE CORP.,NOT APPLICABLE,8 AVENUE
MANHATTAN,40.743743,-73.999625,2018-11-15,2018-11-15,2019-11-06,ISSUED,A2,YES,N,205 EIGHTH AVE LLC,NOT APPLICABLE,8 AVENUE
BRONX,40.898455,-73.87216,2018-11-15,2018-11-15,2019-02-21,ISSUED,A2,YES,N,,NOT APPLICABLE,EAST 237 STREET
QUEENS,40.720978,-73.739052,2018-11-15,2018-11-15,2019-06-02,ISSUED,A2,YES,N,93-23 218TH REALTY LLC,NOT APPLICABLE,218 STREET
MANHATTAN,40.743743,-73.999625,2018-11-15,2018-11-15,2019-11-06,ISSUED,A2,YES,N,205 EIGHTH AVE LLC,NOT APPLICABLE,8 AVENUE
MANHATTAN,40.722589,-74.004163,2018-11-15,2018-11-15,2019-11-06,ISSUED,A2,YES,N,42 GRAND LLC,NOT APPLICABLE,GRAND STREET
BROOKLYN,40.645987,-73.961467,2018-11-15,2018-11-15,2019-03-22,ISSUED,A2,YES,N,146E19 ST LLC C/O HIGHCASTLE,NOT APPLICABLE,E 19TH STREET
QUEENS,40.767018,-73.932578,2019-06-03,2019-06-05,2019-07-21,ISSUED,A2,YES,N,,NOT APPLICABLE,31ST DRIVE
BROOKLYN,40.690826,-73.916428,2018-10-12,2018-10-16,2019-08-11,ISSUED,DM,,N,503 EVERGREEN AVE LLC,USE UNDER 300 CU.YD,EVERGREEN AVE
QUEENS,40.743137,-73.815757,2018-10-12,2018-10-26,2019-10-26,ISSUED,A2,YES,N,,NOT APPLICABLE,153 STREET
MANHATTAN,40.74133,-73.998535,2019-06-03,2019-06-03,2019-09-11,ISSUED,A2,YES,N,DOUGLAS ELLIMAN PROPERTY MANAGEM,NOT APPLICABLE,WEST 18 STREET
QUEENS,40.763623,-73.739935,2018-10-12,2018-10-12,2019-10-12,ISSUED,NB,,N,,USE UNDER 300 CU.YD,RUSHMORE AVE
BROOKLYN,40.668909,-73.881306,2018-10-12,2018-10-12,2019-10-12,ISSUED,A2,YES,N,,NOT APPLICABLE,LINWOOD STREET
MANHATTAN,40.779124,-73.946789,2018-10-12,2018-10-12,2019-10-12,ISSUED,A2,,N,90TH STREET GARAGE CORP,NOT APPLICABLE,EAST 90TH STREET
QUEENS,40.745656,-73.910271,2018-10-12,2018-10-12,2019-10-12,ISSUED,A2,YES,N,BIH Y WU CORP.,NOT APPLICABLE,SKILLMAN AVE
BROOKLYN,40.68393,-73.918388,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,YES,N,,NOT APPLICABLE,MACDONOUGH STREET
MANHATTAN,40.753187,-73.987209,2018-12-24,2018-12-24,2019-12-24,ISSUED,A2,,N,EMPIRE STATE REALTY TRUST,NOT APPLICABLE,BROADWAY
MANHATTAN,40.713402,-74.004635,2018-10-09,2018-10-09,2019-10-09,ISSUED,A3,,N,DCAS,,CHAMBERS STREET
QUEENS,40.76111,-73.911731,2018-11-15,2018-11-15,2019-11-15,ISSUED,A1,YES,N,CRESCENT STREET CONSTRUCTION,NOT APPLICABLE,45 STREET
BROOKLYN,40.591143,-73.971527,2018-11-15,2018-11-15,2019-11-15,ISSUED,A1,YES,N,,ON-SITE,SOUTHGATE COURT
MANHATTAN,40.736049,-74.004539,2018-11-15,2018-11-15,2019-11-06,ISSUED,A2,YES,N,277 WEST 11TH  LLC,NOT APPLICABLE,WEST 11TH STREET
MANHATTAN,40.722589,-74.004163,2018-11-15,2018-11-15,2019-11-06,ISSUED,A2,,N,42 GRAND LLC,,GRAND STREET
QUEENS,40.701703,-73.895601,2019-06-03,2019-06-03,2019-11-06,ISSUED,A2,YES,N,STANISLAW WOJTUN,NOT APPLICABLE,71ST AVENUE
BROOKLYN,40.653481,-74.003063,2019-06-03,2019-06-11,2019-11-26,ISSUED,A2,,N,462 36 STREET LLC,NOT APPLICABLE,36 STREET
BROOKLYN,40.653481,-74.003063,2019-06-03,2019-06-11,2019-11-26,ISSUED,A2,,N,462 36 STREET LLC,NOT APPLICABLE,36 STREET
MANHATTAN,40.789647,-73.952407,2019-06-05,2019-06-05,2019-07-31,ISSUED,A2,,Y,"MOUNT SINAI HOSPITAL GROUP, INC.",NOT APPLICABLE,MADISON AVENUE
QUEENS,40.726838,-73.788375,2019-06-03,2019-06-03,2019-10-24,ISSUED,A2,,N,AB CAPSTONE,NOT APPLICABLE,UNION TURNPIKE
MANHATTAN,40.81075,-73.944679,2018-11-15,2018-11-15,2019-11-15,ISSUED,A1,YES,N,MLG 904 DEVELOPMENT LLC,NOT APPLICABLE,WEST 129 STREET
MANHATTAN,40.746092,-74.002422,2018-10-12,2018-10-12,2018-12-01,ISSUED,A2,,N,,,WEST 22ND STREET
MANHATTAN,40.791202,-73.973453,2018-11-15,2018-11-15,2019-07-12,ISSUED,A2,YES,N,,NOT APPLICABLE,WEST 91 STREET
BROOKLYN,40.719143,-73.960826,2019-06-05,2019-06-05,2019-07-20,ISSUED,A1,YES,N,157-159 WYTHE AVE LLC,NOT APPLICABLE,WYTHE AVENUE
BROOKLYN,40.71881,-73.958835,2018-10-12,2018-10-12,2019-03-24,ISSUED,A2,,N,,NOT APPLICABLE,BERRY STREET
BROOKLYN,40.695965,-73.966192,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,,N,RXR REALTY,NOT APPLICABLE,PARK AVENUE
QUEENS,40.765395,-73.728629,2019-02-27,2019-02-27,2019-11-27,ISSUED,A1,YES,N,,USE UNDER 300 CU.YD,LEEDS ROAD
BROOKLYN,40.68393,-73.918388,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,YES,N,,NOT APPLICABLE,MACDONOUGH STREET
BROOKLYN,40.591143,-73.971527,2018-11-15,2018-11-15,2019-04-11,ISSUED,A1,YES,N,,ON-SITE,SOUTHGATE COURT
BROOKLYN,40.603885,-73.964131,2019-06-06,2019-06-06,2019-10-29,ISSUED,A1,YES,N,OWNER,USE UNDER 300 CU.YD,EAST 8 STREET
STATEN ISLAND,40.512459,-74.245968,2019-06-06,2019-06-06,2019-10-22,ISSUED,DM,,N,,USE UNDER 300 CU.YD,YETMAN AVE
MANHATTAN,40.750993,-73.984744,2019-06-06,2019-06-06,2019-08-05,ISSUED,A2,,N,"ADAMS & CO. REAL ESTATE, LLC",NOT APPLICABLE,WEST 37TH STREET
BROOKLYN,40.603885,-73.964131,2019-06-06,2019-06-06,2019-10-29,ISSUED,A1,YES,N,OWNER,USE UNDER 300 CU.YD,EAST 8 STREET
BROOKLYN,40.591143,-73.971527,2018-11-15,2018-11-15,2019-04-11,ISSUED,A1,YES,N,,ON-SITE,SOUTHGATE COURT
QUEENS,40.767564,-73.911996,2019-03-20,2019-03-20,2019-08-28,ISSUED,A2,,N,YOUGIE IRON WORK,NOT APPLICABLE,STEINWAY STREET
MANHATTAN,40.744821,-73.987207,2018-11-15,2018-11-15,2019-11-15,ISSUED,A3,,N,COSMIC REALTY PARTNERS LLC,,5 AVENUE
BROOKLYN,40.68393,-73.918388,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,YES,N,SELF,NOT APPLICABLE,MACDONOUGH STREET
BROOKLYN,40.603885,-73.964131,2019-06-06,2019-06-06,2019-10-29,ISSUED,A1,YES,N,OWNER,USE UNDER 300 CU.YD,EAST 8 STREET
STATEN ISLAND,40.512426,-74.245939,2019-06-06,2019-06-11,2019-10-22,ISSUED,DM,,N,,USE UNDER 300 CU.YD,YETMAN AVE
MANHATTAN,40.738788,-73.990661,2019-06-06,2019-06-06,2019-09-06,ISSUED,A2,,N,"M&M REAL ESTATE, LLC",NOT APPLICABLE,EAST 19TH STREET
BROOKLYN,40.65042,-73.964233,2019-03-20,2019-03-20,2019-12-13,ISSUED,A2,YES,N,SACON ENTERPRISE LTD.,NOT APPLICABLE,EAST 17 ST
QUEENS,40.721854,-73.730729,2018-11-15,2018-11-15,2019-06-02,ISSUED,A2,YES,N,224-10 JAMAICA REALTY,NOT APPLICABLE,JAMAICA AVE.
MANHATTAN,40.744821,-73.987207,2018-11-15,2018-11-15,2019-11-15,ISSUED,A3,,N,COSMIC REALTY PARTNERS LLC,,5 AVENUE
BRONX,40.908749,-73.898923,2018-11-15,2019-02-08,2019-11-19,ISSUED,A2,YES,N,6031 SPENCER AVENUE OWNER,NOT APPLICABLE,SPENCER AVENUE
MANHATTAN,40.767198,-73.952491,2018-11-15,2018-11-16,2019-03-20,ISSUED,A2,YES,N,COHEN EQUITIES,NOT APPLICABLE,EAST 73RD STREET
BROOKLYN,40.626989,-74.021615,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,,N,,NONE,77 STREET
BRONX,40.840417,-73.783539,2018-12-24,2018-12-24,2019-12-24,ISSUED,A2,YES,N,,NOT APPLICABLE,MARINE STREET
BRONX,40.832087,-73.919753,2018-11-15,2018-11-15,2019-06-02,ISSUED,A2,YES,N,1100 CONCOURSE TENANTS CORP,NOT APPLICABLE,GRAND CONCOURSE
BROOKLYN,40.673246,-73.87389,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,YES,N,W&W 217 LLC,NOT APPLICABLE,CRYSTAL STREET
QUEENS,40.708155,-73.760405,2018-11-15,2018-11-15,2019-11-15,ISSUED,NB,YES,N,,ON-SITE,198 STREET
BROOKLYN,40.626989,-74.021615,2018-11-15,2018-11-15,2019-11-15,ISSUED,NB,YES,N,JOANNA BAY RIDGE LLC,OFF-SITE,77 STREET
QUEENS,40.690679,-73.852033,2018-11-15,2018-11-15,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,92ND ST
MANHATTAN,40.740006,-73.986507,2018-11-15,2018-11-15,2019-06-13,ISSUED,A2,,N,SL GREEN REALTY CORP.,NOT APPLICABLE,PARK AVENUE SOUTH
QUEENS,40.708155,-73.760405,2018-11-15,2018-12-05,2019-03-07,ISSUED,NB,YES,N,,ON-SITE,198 STREET
QUEENS,40.708155,-73.760405,2018-11-15,2018-12-05,2019-03-07,ISSUED,NB,YES,N,,ON-SITE,198 STREET
QUEENS,40.708155,-73.760405,2018-11-15,2018-12-05,2019-03-07,ISSUED,NB,YES,N,,ON-SITE,198 STREET
QUEENS,40.723639,-73.901397,2018-11-15,2018-11-15,2019-11-15,ISSUED,NB,,N,"FABIAN ORGANIZATION, LLC",USE UNDER 300 CU.YD,PERRY AVENUE
QUEENS,40.695336,-73.762939,2018-11-15,2018-11-15,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,QUENCER RD
MANHATTAN,40.766019,-73.977073,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,YES,N,120 OWNERS CORP.,NOT APPLICABLE,CENTRAL PARK SOUTH
BROOKLYN,40.624781,-73.993368,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,YES,N,MAPLETON GROUP LLC,NOT APPLICABLE,61ST STREET
QUEENS,40.723614,-73.901448,2018-11-15,2018-11-15,2019-11-15,ISSUED,NB,YES,N,"FABIAN ORGANIZATION, LLC",USE UNDER 300 CU.YD,PERRY AVENUE
MANHATTAN,40.753992,-73.99983,2018-11-15,2018-11-15,2019-06-30,ISSUED,A2,,N,ERY RETAIL PODIUM LLC C/O THE RE,,WEST 33RD STREET
QUEENS,40.709312,-73.909386,2018-11-15,2018-11-21,2019-04-11,ISSUED,A2,YES,N,OWNER,NOT APPLICABLE,HARMAN ST.
BROOKLYN,40.624781,-73.993368,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,YES,N,MAPLETON GROUP LLC,NOT APPLICABLE,61ST STREET
QUEENS,40.675839,-73.779163,2018-11-15,2018-11-15,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,130TH AVE
BROOKLYN,40.624781,-73.993368,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,,N,MAPLETON GROUP LLC,,61ST STREET
BRONX,40.815711,-73.799754,2018-11-15,2018-11-15,2019-02-21,ISSUED,A2,YES,N,,NOT APPLICABLE,TIERNEY PLACE
QUEENS,40.584826,-73.817735,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,YES,N,,NOT APPLICABLE,BEACH 96TH STREET
QUEENS,40.72365,-73.901375,2018-11-15,2018-11-15,2018-11-18,ISSUED,NB,,N,"FABIAN ORGANIZATION, LLC",USE UNDER 300 CU.YD,PERRY AVENUE
QUEENS,40.594992,-73.776474,2018-11-15,2018-11-15,2019-02-11,ISSUED,A2,YES,N,AECOM,NOT APPLICABLE,BEACH 45TH STREET
STATEN ISLAND,40.56024,-74.110119,2018-11-15,2018-11-15,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,TYSENS LN
BRONX,40.844634,-73.855772,2018-11-15,2018-11-15,2019-10-21,ISSUED,A2,YES,N,,NOT APPLICABLE,BOGART AVENUE
MANHATTAN,40.797662,-73.937221,2018-11-15,2018-12-03,2019-05-08,ISSUED,NB,YES,N,AMP HOLDINGS LLC,USE UNDER 300 CU.YD,EAST 117 STREET
BROOKLYN,40.698597,-73.992452,2018-11-15,2018-11-15,2019-06-23,ISSUED,A2,YES,N,WHITMAN OWNERS CORP,NOT APPLICABLE,HENRY STREET
QUEENS,40.759747,-73.829464,2018-11-15,2018-11-15,2019-07-19,ISSUED,A2,,N,BNN FULTON FLUSHING OWNER LLC,NOT APPLICABLE,ROOSEVELT AVENUE
BRONX,40.845523,-73.921041,2018-11-15,2018-11-15,2019-10-21,ISSUED,A2,YES,N,,NOT APPLICABLE,PLIMPTON AVENUE
MANHATTAN,40.752262,-73.975464,2018-10-09,2018-10-09,2019-10-09,ISSUED,A2,,N,SL GREEN REALTY CORP.,,LEXINGTON AVENUE
QUEENS,40.766083,-73.764308,2019-06-06,2019-06-06,2019-12-08,ISSUED,NB,YES,N,YUNFENG LLC,USE UNDER 300 CU.YD,219 STREET
QUEENS,40.766083,-73.764308,2019-06-06,2019-06-06,2019-12-08,ISSUED,NB,YES,N,YUNFENG LLC,USE UNDER 300 CU.YD,219 STREET
BROOKLYN,40.669616,-73.980213,2018-11-15,2018-11-15,2019-11-15,ISSUED,A1,YES,N,,NOT APPLICABLE,5 STREET
MANHATTAN,40.78023,-73.961151,2018-11-15,2018-11-15,2019-11-15,ISSUED,A3,YES,N,STAR-CEL WATERPRFIN & RESTORATIO,,5TH AVENUE
MANHATTAN,40.753992,-73.99983,2018-11-15,2018-11-15,2019-06-30,ISSUED,A2,,N,ERY RETAIL PODIUM LLC C/O THE RE,NOT APPLICABLE,WEST 33RD STREET
MANHATTAN,40.730842,-73.991402,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,,N,VORNADO OFFICE MANAGEMENT,,BROADWAY
BRONX,40.821891,-73.853324,2018-11-15,2018-11-15,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,VIRGIL PLACE
MANHATTAN,40.753992,-73.99983,2018-11-15,2018-11-15,2019-06-30,ISSUED,A2,,N,ERY RETAIL PODIUM LLC C/O THE RE,,WEST 33RD STREET
STATEN ISLAND,40.522472,-74.214061,2018-11-15,2018-11-15,2019-09-11,ISSUED,A2,YES,N,,NOT APPLICABLE,PENTON STREET
BROOKLYN,40.654507,-74.004227,2018-11-15,2018-11-15,2019-10-13,,A2,,N,946 4TH AVENUE REALTY LLC,NOT APPLICABLE,4 AVENUE
MANHATTAN,40.753992,-73.99983,2018-11-15,2018-11-15,2019-06-30,ISSUED,A2,,N,ERY RETAIL PODIUM LLC C/O THE RE,,WEST 33RD STREET
MANHATTAN,40.841264,-73.940223,2018-11-15,2018-11-15,2019-11-15,ISSUED,A2,,N,DEPT. OF HEALTH & MENTAL HYGIENE,NOT APPLICABLE,WEST 168TH STREET
QUEENS,40.721854,-73.730729,2018-11-15,2018-11-15,2018-11-20,ISSUED,A3,YES,N,224-10 JAMAICA REALTY LLC,,JAMAICA AVENUE
MANHATTAN,40.731885,-74.003363,2018-11-15,2018-11-15,2019-01-19,ISSUED,A2,YES,N,"WHISTLEPIG ASSOCIATES, INC.",NOT APPLICABLE,BLEECKER STREET
BROOKLYN,40.636824,-73.918506,2018-11-15,2018-11-15,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,EAST 77 STREET
BROOKLYN,40.609547,-73.954548,2018-11-15,2018-11-19,2019-11-19,ISSUED,DM,,N,1657 EAST 19 LLC,USE UNDER 300 CU.YD,EAST 19 STREET
BRONX,40.8173,-73.930934,2018-11-15,2018-11-15,2019-10-13,ISSUED,A2,,N,PANTHEON PROPERTIES INC.,NOT APPLICABLE,EXTERIOR STREET
